,alpha,n,van_bau,efron_bau,strat_bau,ps_min_bau,pm_bau,pm_kk,pm_kk_pbs,van_linear,efron_lin,strat_lin,ps_min_lin,pm_lin,pm_lin_kk,pm_lin_kk_pbs,van_exact,efron_exact,strat_exact,ps_min_exact,pm_exact,pm_kk_exact
avg_abs_bias,0.05,200,0.192311121,0.197424996,0.189450571,0.192017306,0.197095338,0.200857494,,0.184619286,0.196973981,0.191093612,0.199562341,0.195243674,0.200899677,0.202201673,,,,,,
std_err_beta_T,0.05,200,0.237910933,0.24937882,0.238254275,0.244886228,0.244607445,0.248374733,,0.231660206,0.247512674,0.242643579,0.248372621,0.245453366,0.254430678,0.250876039,,,,,,
power,0.05,200,0.985,0.975,0.982,0.98,0.978,0.989,0.979,0.989,0.977,0.984,0.974,0.98,0.972,0.973,0.977,0.979,0.988,0.987,0.976,0.974
pct_trt_diff,0.05,200,0.027345,0.00355,0.00385,0.001595,0.009445,0.008985,0.00965,0.028645,0.003165,0.003975,0.00164,0.009535,0.009365,0.00963,0.02883,0.003505,0.004125,0.001575,0.009275,0.009345
res_end_prop_avg,0.05,200,,,,,0.11444,0.11491,0.11546,,,,,0.11571,0.11473,0.11472,,,,,0.11474,0.11442
ssqr_over_sum,0.05,200,,,,,,0.334028239,,,,,,,,,,,,,,
ssqr_eq_ssqd_pval,0.05,200,,,,,,0.484349446,,,,,,,,,,,,,,
match_corr,0.05,200,,,,,,0.006473018,,,,,,,,,,,,,,
corr_eq_zero_pval,0.05,200,,,,,,0.479585101,,,,,,,,,,,,,,
pct_only_matches,0.05,200,,,,,,0,,,,,,,,,,,,,,
avg_max_std_diff_bal,0.075,200,0.829551736,0.813637038,0.386099298,0.365587116,0.398381916,0.395911538,0.375576188,0.763400206,0.791870683,0.368101032,0.386188141,0.371570788,0.370019775,0.397430911,0.768236493,0.795248907,0.799069876,0.78964667,0.379984541,0.378614972
avg_max_ks_stat,0.075,200,0.120134076,0.119330926,0.086582611,0.085862605,0.078674352,0.078878342,0.078590192,0.116516537,0.118653408,0.08624523,0.086475142,0.077887605,0.077661626,0.079538981,0.117474985,0.118485199,0.117778594,0.118782681,0.07820957,0.078016735
avg_beta_T,0.075,200,1.000696439,0.972868117,0.99349216,0.99496959,0.998079809,0.987787505,,1.019531216,0.99476333,1.007664506,1.001850783,1.004134893,0.98719871,1.012416224,,,,,,
