"","alpha","n","van_bau","efron_bau","strat_bau","ps_min_bau","pm_bau","pm_kk","pm_kk_pbs","van_linear","efron_lin","strat_lin","ps_min_lin","pm_lin","pm_lin_kk","pm_lin_kk_pbs","van_exact","efron_exact","strat_exact","ps_min_exact","pm_exact","pm_kk_exact"
"pct_trt_diff",0.1,100,0.04015,0.00705000000000001,0.00757000000000001,0.00284,0.01252,0.01284,0.01293,0.04013,0.00632000000000001,0.00785000000000001,0.00324,0.0128,0.01318,0.01307,0.04072,0.00658000000000001,0.00769000000000001,0.00315,0.01349,0.01306
"res_end_prop_avg",0.1,100,NA,NA,NA,NA,0.11078,0.11146,0.11064,NA,NA,NA,NA,0.11334,0.11056,0.1098,NA,NA,NA,NA,0.11112,0.11238
"ssqr_over_sum",0.1,100,NA,NA,NA,NA,NA,0.794624771379619,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ssqr_eq_ssqd_pval",0.1,100,NA,NA,NA,NA,NA,0.00405569771965036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"match_corr",0.1,100,NA,NA,NA,NA,NA,0.703532275900768,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"corr_eq_zero_pval",0.1,100,NA,NA,NA,NA,NA,1.92806394578888e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pct_only_matches",0.1,100,NA,NA,NA,NA,NA,0.029,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"avg_max_std_diff_bal",0.2,100,0.828002239743813,0.829150700363351,0.399807178442674,0.37492109223556,0.390238962631523,0.398264763173855,0.394790183883786,0.81006232502379,0.812228954620552,0.400787508940252,0.397264081362034,0.379144934975226,0.402462450729792,0.396628917649676,0.824303783174277,0.800574146471467,0.798646985368377,0.816748395675943,0.395098283065187,0.386753700970925
"avg_max_ks_stat",0.2,100,0.166615171605342,0.168447872750209,0.120534464051161,0.118235371456275,0.122284222168468,0.122403005857668,0.120524856930264,0.16592959714403,0.164573227864605,0.121196666945993,0.119331992104534,0.122129361712504,0.121591491157882,0.121792441875868,0.166262289880492,0.164346824074447,0.164471271322382,0.16428021339305,0.121794701449048,0.119846294546802
"avg_beta_T",0.2,100,0.0431839137898002,0.00882712504356193,0.00085915552152429,-0.0112806701052297,-0.00427116891448959,-0.00121613176075661,NA,-0.0259046848148556,0.0198894085193085,0.000513043387166349,0.00366169218203436,0.00613791912796404,0.00993505855969194,-0.0119063323633164,NA,NA,NA,NA,NA,NA
